,,
State Code (FIPS),County Code (FIPS),Area Name (including legal/statistical area description)
51,000,Lexington city
51,000,Louisa town
51,000,Lovettsville town
51,000,Luray town
51,000,Lynchburg city
51,000,McKenney town
51,000,Madison town
51,000,Manassas city
51,000,Manassas Park city
51,000,Marion town
51,000,Martinsville city
51,000,Melfa town
51,000,Middleburg town
51,000,Middletown town
51,000,Mineral town
51,000,Monterey town
51,000,Montross town
51,000,Mount Crawford town
51,000,Mount Jackson town
51,000,Narrows town
51,000,Nassawadox town
51,000,New Castle town
51,000,New Market town
51,000,Newport News city
51,000,Newsoms town
51,000,Nickelsville town
51,000,Norfolk city
51,000,Norton city
51,000,Occoquan town
51,000,Onancock town
51,000,Onley town
51,000,Orange town
51,000,Painter town
51,000,Pamplin City town
51,000,Parksley town
51,000,Pearisburg town
51,000,Pembroke town
51,000,Pennington Gap town
51,000,Petersburg city
51,000,Phenix town
51,000,Pocahontas town
51,000,Poquoson city
51,000,Port Royal town
51,000,Portsmouth city
51,000,Pound town
51,000,Pulaski town
51,000,Purcellville town
51,000,Quantico town
51,000,Radford city
51,000,Remington town
51,000,Rich Creek town
51,000,Richlands town
51,000,Richmond city
51,000,Ridgeway town
51,000,Roanoke city
51,000,Rocky Mount town
51,000,Round Hill town
51,000,Rural Retreat town
51,000,St. Charles town
51,000,St. Paul town
51,000,Salem city
51,000,Saltville town
51,000,Saxis town
51,000,Scottsburg town
51,000,Scottsville town
51,000,Shenandoah town
51,000,Smithfield town
51,000,South Boston town
51,000,South Hill town
51,000,Stanardsville town
51,000,Stanley town
51,000,Staunton city
51,000,Stephens City town
51,000,Stony Creek town
51,000,Strasburg town
51,000,Stuart town
51,000,Suffolk city
51,000,Surry town
51,000,Tangier town
51,000,Tappahannock town
51,000,Tazewell town
51,000,The Plains town
51,000,Timberville town
51,000,Toms Brook town
51,000,Troutdale town
51,000,Troutville town
51,000,Urbanna town
51,000,Victoria town
51,000,Vienna town
51,000,Vinton town
51,000,Virgilina town
51,000,Virginia Beach city
51,000,Wachapreague town
51,000,Wakefield town
51,000,Warrenton town
51,000,Warsaw town
51,000,Washington town
51,000,Waverly town
51,000,Waynesboro city
51,000,Weber City town
51,000,West Point town
51,000,White Stone town
51,000,Williamsburg city
51,000,Winchester city
51,000,Windsor town
51,000,Wise town
51,000,Woodstock town
51,000,Wytheville town
53,000,Washington
53,001,Adams County
53,003,Asotin County
53,005,Benton County
53,007,Chelan County
53,009,Clallam County
53,011,Clark County
53,013,Columbia County
53,015,Cowlitz County
53,017,Douglas County
53,019,Ferry County
53,021,Franklin County
53,023,Garfield County
53,025,Grant County
53,027,Grays Harbor County
53,029,Island County
53,031,Jefferson County
53,033,King County
53,035,Kitsap County
53,037,Kittitas County
53,039,Klickitat County
53,041,Lewis County
53,043,Lincoln County
53,045,Mason County
53,047,Okanogan County
53,049,Pacific County
53,051,Pend Oreille County
53,053,Pierce County
53,055,San Juan County
53,057,Skagit County
53,059,Skamania County
53,061,Snohomish County
53,063,Spokane County
53,065,Stevens County
53,067,Thurston County
53,069,Wahkiakum County
53,071,Walla Walla County
53,073,Whatcom County
53,075,Whitman County
53,077,Yakima County
53,000,Aberdeen city
53,000,Airway Heights city
53,000,Albion town
53,000,Algona city
53,000,Almira town
53,000,Anacortes city
53,000,Arlington city
53,000,Asotin city
53,000,Auburn city
53,000,Bainbridge Island city
53,000,Battle Ground city
53,000,Beaux Arts Village town
53,000,Bellevue city
53,000,Bellingham city
53,000,Benton City city
53,000,Bingen city
53,000,Black Diamond city
53,000,Blaine city
53,000,Bonney Lake city
53,000,Bothell city
53,000,Bremerton city
53,000,Brewster city
53,000,Bridgeport city
53,000,Brier city
53,000,Buckley city
53,000,Bucoda town
53,000,Burien city
53,000,Burlington city
53,000,Camas city
53,000,Carbonado town
53,000,Carnation city
53,000,Cashmere city
53,000,Castle Rock city
53,000,Cathlamet town
53,000,Centralia city
53,000,Chehalis city
53,000,Chelan city
53,000,Cheney city
53,000,Chewelah city
53,000,Clarkston city
53,000,Cle Elum city
53,000,Clyde Hill city
53,000,Colfax city
53,000,College Place city
53,000,Colton town
53,000,Colville city
53,000,Conconully town
53,000,Concrete town
53,000,Connell city
53,000,Cosmopolis city
53,000,Coulee City town
53,000,Coulee Dam town
53,000,Coupeville town
53,000,Covington city
53,000,Creston town
53,000,Cusick town
53,000,Darrington town
53,000,Davenport city
53,000,Dayton city
53,000,Deer Park city
53,000,Des Moines city
53,000,DuPont city
53,000,Duvall city
53,000,East Wenatchee city
53,000,Eatonville town
53,000,Edgewood city
53,000,Edmonds city
53,000,Electric City city
53,000,Ellensburg city
53,000,Elma city
53,000,Elmer City town
53,000,Endicott town
53,000,Entiat city
53,000,Enumclaw city
53,000,Ephrata city
53,000,Everett city
53,000,Everson city
53,000,Fairfield town
53,000,Farmington town
53,000,Federal Way city
53,000,Ferndale city
53,000,Fife city
53,000,Fircrest city
53,000,Forks city
53,000,Friday Harbor town
53,000,Garfield town
53,000,George city
53,000,Gig Harbor city
53,000,Gold Bar city
53,000,Goldendale city
53,000,Grand Coulee city
53,000,Grandview city
53,000,Granger city
53,000,Granite Falls city
53,000,Hamilton town
53,000,Harrah town
53,000,Harrington city
53,000,Hartline town
53,000,Hatton town
53,000,Hoquiam city
53,000,Hunts Point town
53,000,Ilwaco city
53,000,Index town
53,000,Ione town
53,000,Issaquah city
53,000,Kahlotus city
53,000,Kalama city
53,000,Kelso city
53,000,Kenmore city
53,000,Kennewick city
53,000,Kent city
53,000,Kettle Falls city
53,000,Kirkland city
53,000,Kittitas city
53,000,Krupp town
53,000,La Center city
53,000,Lacey city
53,000,La Conner town
53,000,LaCrosse town
53,000,Lake Forest Park city
53,000,Lake Stevens city
53,000,Lakewood city
53,000,Lamont town
53,000,Langley city
53,000,Latah town
53,000,Leavenworth city
53,000,Liberty Lake city
53,000,Lind town
53,000,Long Beach city
53,000,Longview city
53,000,Lyman town
53,000,Lynden city
53,000,Lynnwood city
53,000,Mabton city
53,000,McCleary city
53,000,Malden town
53,000,Mansfield town
53,000,Maple Valley city
53,000,Marcus town
53,000,Marysville city
53,000,Mattawa city
53,000,Medical Lake city
53,000,Medina city
53,000,Mercer Island city
53,000,Mesa city
53,000,Metaline town
53,000,Metaline Falls town
53,000,Mill Creek city
53,000,Millwood city
53,000,Milton city
53,000,Monroe city
53,000,Montesano city
53,000,Morton city
53,000,Moses Lake city
53,000,Mossyrock city
53,000,Mountlake Terrace city
53,000,Mount Vernon city
53,000,Moxee city
53,000,Mukilteo city
53,000,Naches town
53,000,Napavine city
53,000,Nespelem town
53,000,Newcastle city
53,000,Newport city
53,000,Nooksack city
53,000,Normandy Park city
53,000,North Bend city
53,000,North Bonneville city
53,000,Northport town
53,000,Oakesdale town
53,000,Oak Harbor city
53,000,Oakville city
53,000,Ocean Shores city
53,000,Odessa town
53,000,Okanogan city
53,000,Olympia city
53,000,Omak city
53,000,Oroville city
53,000,Orting city
53,000,Othello city
53,000,Pacific city
53,000,Palouse city
53,000,Pasco city
53,000,Pateros city
53,000,Pe Ell town
53,000,Pomeroy city
53,000,Port Angeles city
53,000,Port Orchard city
53,000,Port Townsend city
53,000,Poulsbo city
53,000,Prescott city
53,000,Prosser city
53,000,Pullman city
53,000,Puyallup city
53,000,Quincy city
53,000,Rainier city
53,000,Raymond city
53,000,Reardan town
53,000,Redmond city
53,000,Renton city
53,000,Republic city
53,000,Richland city
53,000,Ridgefield city
53,000,Ritzville city
53,000,Riverside town
53,000,Rockford town
53,000,Rock Island city
53,000,Rosalia town
53,000,Roslyn city
53,000,Roy city
53,000,Royal City city
53,000,Ruston town
53,000,St. John town
53,000,Sammamish city
53,000,SeaTac city
53,000,Seattle city
53,000,Sedro-Woolley city
53,000,Selah city
53,000,Sequim city
53,000,Shelton city
53,000,Shoreline city
53,000,Skykomish town
53,000,Snohomish city
53,000,Snoqualmie city
53,000,Soap Lake city
53,000,South Bend city
53,000,South Cle Elum town
53,000,South Prairie town
53,000,Spangle city
53,000,Spokane city
53,000,Spokane Valley city
53,000,Sprague city
53,000,Springdale town
53,000,Stanwood city
53,000,Starbuck town
53,000,Steilacoom town
53,000,Stevenson city
53,000,Sultan city
53,000,Sumas city
53,000,Sumner city
53,000,Sunnyside city
53,000,Tacoma city
53,000,Tekoa city
53,000,Tenino city
53,000,Tieton city
53,000,Toledo city
53,000,Tonasket city
53,000,Toppenish city
53,000,Tukwila city
53,000,Tumwater city
53,000,Twisp town
53,000,Union Gap city
53,000,Uniontown town
53,000,University Place city
53,000,Vader city
53,000,Vancouver city
53,000,Waitsburg city
53,000,Walla Walla city
53,000,Wapato city
53,000,Warden city
53,000,Washougal city
53,000,Washtucna town
53,000,Waterville town
53,000,Waverly town
53,000,Wenatchee city
53,000,Westport city
53,000,West Richland city
53,000,White Salmon city
53,000,Wilbur town
53,000,Wilkeson town
53,000,Wilson Creek town
53,000,Winlock city
53,000,Winthrop town
53,000,Woodinville city
53,000,Woodland city
53,000,Woodway city
53,000,Yacolt town
53,000,Yakima city
53,000,Yarrow Point town
53,000,Yelm city
53,000,Zillah city
54,000,West Virginia
54,001,Barbour County
54,003,Berkeley County
54,005,Boone County
54,007,Braxton County
54,009,Brooke County
54,011,Cabell County
54,013,Calhoun County
54,015,Clay County
54,017,Doddridge County
54,019,Fayette County
54,021,Gilmer County
54,023,Grant County
54,025,Greenbrier County
54,027,Hampshire County
54,029,Hancock County
54,031,Hardy County
54,033,Harrison County
54,035,Jackson County
54,037,Jefferson County
54,039,Kanawha County
54,041,Lewis County
54,043,Lincoln County
54,045,Logan County
54,047,McDowell County
54,049,Marion County
54,051,Marshall County
54,053,Mason County
54,055,Mercer County
54,057,Mineral County
54,059,Mingo County
54,061,Monongalia County
54,063,Monroe County
54,065,Morgan County
54,067,Nicholas County
54,069,Ohio County
54,071,Pendleton County
54,073,Pleasants County
54,075,Pocahontas County
54,077,Preston County
54,079,Putnam County
54,081,Raleigh County
54,083,Randolph County
54,085,Ritchie County
54,087,Roane County
54,089,Summers County
54,091,Taylor County
54,093,Tucker County
54,095,Tyler County
54,097,Upshur County
54,099,Wayne County
54,101,Webster County
54,103,Wetzel County
54,105,Wirt County
54,107,Wood County
54,109,Wyoming County
54,000,Addison (Webster Springs) town
54,000,Albright town
54,000,Alderson town
54,000,Anawalt town
54,000,Anmoore town
54,000,Ansted town
54,000,Athens town
54,000,Auburn town
54,000,Bancroft town
54,000,Barboursville village
54,000,Barrackville town
54,000,Bath (Berkeley Springs) town
54,000,Bayard town
54,000,Beckley city
54,000,Beech Bottom village
54,000,Belington town
54,000,Belle town
54,000,Belmont city
54,000,Benwood city
54,000,Bethany town
54,000,Bethlehem village
54,000,Beverly town
54,000,Blacksville town
54,000,Bluefield city
54,000,Bolivar town
54,000,Bradshaw town
54,000,Bramwell town
54,000,Brandonville town
54,000,Bridgeport city
54,000,Bruceton Mills town
54,000,Buckhannon city
54,000,Buffalo town
54,000,Burnsville town
54,000,Cairo town
54,000,Camden-on-Gauley town
54,000,Cameron city
54,000,Capon Bridge town
54,000,Carpendale town
54,000,Cedar Grove town
54,000,Ceredo city
54,000,Chapmanville town
54,000,Charleston city
54,000,Charles Town city
54,000,Chesapeake town
54,000,Chester city
54,000,Clarksburg city
54,000,Clay town
54,000,Clearview village
54,000,Clendenin town
54,000,Cowen town
54,000,Danville town
54,000,Davis town
54,000,Davy town
54,000,Delbarton town
54,000,Dunbar city
54,000,Durbin town
54,000,East Bank town
54,000,Eleanor town
54,000,Elizabeth town
54,000,Elk Garden town
54,000,Elkins city
54,000,Ellenboro town
54,000,Fairmont city
54,000,Fairview town
54,000,Falling Spring town
54,000,Farmington town
54,000,Fayetteville town
54,000,Flatwoods town
54,000,Flemington town
54,000,Follansbee city
54,000,Fort Gay town
54,000,Franklin town
54,000,Friendly town
54,000,Gary city
54,000,Gassaway town
54,000,Gauley Bridge town
54,000,Gilbert town
54,000,Glasgow town
54,000,Glen Dale city
54,000,Glenville town
54,000,Grafton city
54,000,Grantsville town
54,000,Grant Town town
54,000,Granville town
54,000,Hambleton town
54,000,Hamlin town
54,000,Handley town
54,000,Harman town
54,000,Harpers Ferry town
54,000,Harrisville town
54,000,Hartford City town
54,000,Hedgesville town
54,000,Henderson town
54,000,Hendricks town
54,000,Hillsboro town
54,000,Hinton city
54,000,Hundred town
54,000,Huntington city
54,000,Hurricane city
54,000,Huttonsville town
54,000,Iaeger town
54,000,Jane Lew town
54,000,Junior town
54,000,Kenova city
54,000,Kermit town
54,000,Keyser city
54,000,Keystone city
54,000,Kimball town
54,000,Kingwood city
54,000,Leon town
54,000,Lester town
54,000,Lewisburg city
54,000,Logan city
54,000,Lost Creek town
54,000,Lumberport town
54,000,Mabscott town
54,000,McMechen city
54,000,Madison city
54,000,Man town
54,000,Mannington city
54,000,Marlinton town
54,000,Marmet city
54,000,Martinsburg city
54,000,Mason town
54,000,Masontown town
54,000,Matewan town
54,000,Matoaka town
54,000,Meadow Bridge town
54,000,Middlebourne town
54,000,Mill Creek town
54,000,Milton town
54,000,Mitchell Heights town
54,000,Monongah town
54,000,Montgomery city
54,000,Montrose town
54,000,Moorefield town
54,000,Morgantown city
54,000,Moundsville city
54,000,Mount Hope city
54,000,Mullens city
54,000,Newburg town
54,000,New Cumberland city
54,000,New Haven town
54,000,New Martinsville city
54,000,Nitro city
54,000,Northfork town
54,000,North Hills town
54,000,Nutter Fort town
54,000,Oak Hill city
54,000,Oakvale town
54,000,Oceana town
54,000,Paden City city
54,000,Parkersburg city
54,000,Parsons city
54,000,Paw Paw town
54,000,Pax town
54,000,Pennsboro city
54,000,Petersburg city
54,000,Peterstown town
54,000,Philippi city
54,000,Piedmont town
54,000,Pine Grove town
54,000,Pineville town
54,000,Pleasant Valley city
54,000,Poca town
54,000,Point Pleasant city
54,000,Pratt town
54,000,Princeton city
54,000,Pullman town
54,000,Quinwood town
54,000,Rainelle town
54,000,Ranson corporation
54,000,Ravenswood city
54,000,Reedsville town
54,000,Reedy town
54,000,Rhodell town
54,000,Richwood city
54,000,Ridgeley town
54,000,Ripley city
54,000,Rivesville town
54,000,Romney city
54,000,Ronceverte city
54,000,Rowlesburg town
54,000,Rupert town
54,000,St. Albans city
54,000,St. Marys city
54,000,Salem city
54,000,Sand Fork town
54,000,Shepherdstown town
54,000,Shinnston city
54,000,Sistersville city
54,000,Smithers city
54,000,Smithfield town
54,000,Sophia town
54,000,South Charleston city
54,000,Spencer city
54,000,Star City town
54,000,Stonewood city
54,000,Summersville city
54,000,Sutton town
54,000,Sylvester town
54,000,Terra Alta town
54,000,Thomas city
54,000,Thurmond town
54,000,Triadelphia town
54,000,Tunnelton town
54,000,Union town
54,000,Valley Grove village
54,000,Vienna city
54,000,War city
54,000,Wardensville town
54,000,Wayne town
54,000,Weirton city
54,000,Welch city
54,000,Wellsburg city
54,000,West Hamlin town
54,000,West Liberty town
54,000,West Logan town
54,000,West Milford town
54,000,Weston city
54,000,Westover city
54,000,West Union town
54,000,Wheeling city
54,000,White Hall town
54,000,White Sulphur Springs city
54,000,Whitesville town
54,000,Williamson city
54,000,Williamstown city
54,000,Windsor Heights village
54,000,Winfield town
54,000,Womelsdorf (Coalton) town
54,000,Worthington town
55,000,Wisconsin
55,001,Adams County
55,003,Ashland County
55,005,Barron County
55,007,Bayfield County
55,009,Brown County
55,011,Buffalo County
55,013,Burnett County
55,015,Calumet County
55,017,Chippewa County
55,019,Clark County
55,021,Columbia County
55,023,Crawford County
55,025,Dane County
55,027,Dodge County
55,029,Door County
55,031,Douglas County
55,033,Dunn County
55,035,Eau Claire County
55,037,Florence County
55,039,Fond du Lac County
55,041,Forest County
55,043,Grant County
55,045,Green County
55,047,Green Lake County
55,049,Iowa County
55,051,Iron County
55,053,Jackson County
55,055,Jefferson County
55,057,Juneau County
55,059,Kenosha County
55,061,Kewaunee County
55,063,La Crosse County
55,065,Lafayette County
55,067,Langlade County
55,069,Lincoln County
55,071,Manitowoc County
55,073,Marathon County
55,075,Marinette County
55,077,Marquette County
55,078,Menominee County
55,079,Milwaukee County
55,081,Monroe County
55,083,Oconto County
55,085,Oneida County
55,087,Outagamie County
55,089,Ozaukee County
55,091,Pepin County
55,093,Pierce County
55,095,Polk County
55,097,Portage County
55,099,Price County
55,101,Racine County
55,103,Richland County
55,105,Rock County
55,107,Rusk County
55,109,St. Croix County
55,111,Sauk County
55,113,Sawyer County
55,115,Shawano County
55,117,Sheboygan County
55,119,Taylor County
55,121,Trempealeau County
55,123,Vernon County
55,125,Vilas County
55,127,Walworth County
55,129,Washburn County
55,131,Washington County
55,133,Waukesha County
55,135,Waupaca County
55,137,Waushara County
55,139,Winnebago County
55,141,Wood County
55,001,Adams city
55,001,Adams town
55,001,Big Flats town
55,001,Colburn town
55,001,Dell Prairie town
55,001,Easton town
55,001,Friendship village
55,001,Jackson town
55,001,Leola town
55,001,Lincoln town
55,001,Monroe town
55,001,New Chester town
55,001,New Haven town
55,001,Preston town
55,001,Quincy town
55,001,Richfield town
55,001,Rome town
55,001,Springville town
55,001,Strongs Prairie town
55,001,Wisconsin Dells city
55,003,Agenda town
55,003,Ashland city
55,003,Ashland town
55,003,Butternut village
55,003,Chippewa town
55,003,Gingles town
55,003,Gordon town
55,003,Jacobs town
55,003,La Pointe town
55,003,Marengo town
55,003,Mellen city
55,003,Morse town
55,003,Peeksville town
55,003,Sanborn town
55,003,Shanagolden town
55,003,White River town
55,005,Almena village
55,005,Almena town
55,005,Arland town
55,005,Barron city
55,005,Barron town
55,005,Bear Lake town
55,005,Cameron village
55,005,Cedar Lake town
55,005,Chetek city
55,005,Chetek town
55,005,Clinton town
55,005,Crystal Lake town
55,005,Cumberland city
55,005,Cumberland town
55,005,Dallas village
55,005,Dallas town
55,005,Dovre town
55,005,Doyle town
55,005,Haugen village
55,005,Lakeland town
55,005,Maple Grove town
55,005,Maple Plain town
55,005,New Auburn village
55,005,Oak Grove town
55,005,Prairie Farm village
55,005,Prairie Farm town
55,005,Prairie Lake town
55,005,Rice Lake city
55,005,Rice Lake town
55,005,Sioux Creek town
55,005,Stanfold town
55,005,Stanley town
55,005,Sumner town
55,005,Turtle Lake village
55,005,Turtle Lake town
55,005,Vance Creek town
55,007,Ashland city
55,007,Barksdale town
55,007,Barnes town
55,007,Bayfield city
55,007,Bayfield town
55,007,Bayview town
55,007,Bell town
55,007,Cable town
55,007,Clover town
55,007,Delta town
55,007,Drummond town
55,007,Eileen town
55,007,Grandview town
55,007,Hughes town
55,007,Iron River town
55,007,Kelly town
55,007,Keystone town
55,007,Lincoln town
55,007,Mason village
55,007,Mason town
55,007,Namakagon town
55,007,Orienta town
55,007,Oulu town
55,007,Pilsen town
55,007,Port Wing town
55,007,Russell town
55,007,Tripp town
55,007,Washburn city
55,007,Washburn town
55,009,Allouez village
55,009,Ashwaubenon village
55,009,Bellevue village
55,009,Denmark village
55,009,De Pere city
55,009,Eaton town
55,009,Glenmore town
55,009,Green Bay city
55,009,Green Bay town
55,009,Hobart village
55,009,Holland town
55,009,Howard village
55,009,Humboldt town
55,009,Lawrence town
55,009,Ledgeview town
55,009,Morrison town
55,009,New Denmark town
55,009,Pittsfield town
55,009,Pulaski village
55,009,Rockland town
55,009,Scott town
55,009,Suamico village
55,009,Wrightstown village
55,009,Wrightstown town
55,011,Alma city
55,011,Alma town
55,011,Belvidere town
55,011,Buffalo town
55,011,Buffalo City city
55,011,Canton town
55,011,Cochrane village
55,011,Cross town
55,011,Dover town
55,011,Fountain City city
55,011,Gilmanton town
55,011,Glencoe town
55,011,Lincoln town
55,011,Maxville town
55,011,Milton town
55,011,Modena town
55,011,Mondovi city
55,011,Mondovi town
55,011,Montana town
55,011,Naples town
55,011,Nelson village
55,011,Nelson town
55,011,Waumandee town
55,013,Anderson town
55,013,Blaine town
55,013,Daniels town
55,013,Dewey town
55,013,Grantsburg village
55,013,Grantsburg town
55,013,Jackson town
55,013,La Follette town
55,013,Lincoln town
55,013,Meenon town
55,013,Oakland town
55,013,Roosevelt town
55,013,Rusk town
55,013,Sand Lake town
55,013,Scott town
55,013,Siren village
55,013,Siren town
55,013,Swiss town
55,013,Trade Lake town
55,013,Union town
55,013,Webb Lake town
55,013,Webster village
55,013,West Marshland town
55,013,Wood River town
55,015,Appleton city
55,015,Brillion city
55,015,Brillion town
55,015,Brothertown town
55,015,Charlestown town
55,015,Chilton city
55,015,Chilton town
55,015,Harrison village
55,015,Harrison town
55,015,Hilbert village
55,015,Kaukauna city
55,015,Kiel city
55,015,Menasha city
55,015,New Holstein city
55,015,New Holstein town
55,015,Potter village
55,015,Rantoul town
55,015,Sherwood village
55,015,Stockbridge village
55,015,Stockbridge town
55,015,Woodville town
55,017,Anson town
55,017,Arthur town
55,017,Auburn town
55,017,Birch Creek town
55,017,Bloomer city
55,017,Bloomer town
55,017,Boyd village
55,017,Cadott village
55,017,Chippewa Falls city
55,017,Cleveland town
55,017,Colburn town
55,017,Cooks Valley town
55,017,Cornell city
55,017,Delmar town
55,017,Eagle Point town
55,017,Eau Claire city
55,017,Edson town
55,017,Estella town
55,017,Goetz town
55,017,Hallie town
55,017,Howard town
55,017,Lafayette town
55,017,Lake Hallie village
55,017,Lake Holcombe town
55,017,New Auburn village
55,017,Ruby town
55,017,Sampson town
55,017,Sigel town
55,017,Stanley city
55,017,Tilden town
55,017,Wheaton town
55,017,Woodmohr town
55,019,Abbotsford city
55,019,Beaver town
55,019,Butler town
55,019,Colby city
55,019,Colby town
55,019,Curtiss village
55,019,Dewhurst town
55,019,Dorchester village
55,019,Eaton town
55,019,Foster town
55,019,Fremont town
55,019,Grant town
55,019,Granton village
55,019,Green Grove town
55,019,Greenwood city
55,019,Hendren town
55,019,Hewett town
55,019,Hixon town
55,019,Hoard town
55,019,Levis town
55,019,Longwood town
55,019,Loyal city
55,019,Loyal town
55,019,Lynn town
55,019,Mayville town
55,019,Mead town
55,019,Mentor town
55,019,Neillsville city
55,019,Owen city
55,019,Pine Valley town
55,019,Reseburg town
55,019,Seif town
55,019,Sherman town
55,019,Sherwood town
55,019,Stanley city
55,019,Thorp city
55,019,Thorp town
55,019,Unity town
55,019,Unity village
55,019,Warner town
55,019,Washburn town
55,019,Weston town
55,019,Withee village
55,019,Withee town
55,019,Worden town
55,019,York town
55,021,Arlington village
55,021,Arlington town
55,021,Caledonia town
55,021,Cambria village
55,021,Columbus city
55,021,Columbus town
55,021,Courtland town
55,021,Dekorra town
55,021,Doylestown village
55,021,Fall River village
55,021,Fort Winnebago town
55,021,Fountain Prairie town
55,021,Friesland village
55,021,Hampden town
55,021,Leeds town
55,021,Lewiston town
55,021,Lodi city
55,021,Lodi town
55,021,Lowville town
55,021,Marcellon town
55,021,Newport town
55,021,Otsego town
55,021,Pacific town
55,021,Pardeeville village
55,021,Portage city
55,021,Poynette village
55,021,Randolph village
55,021,Randolph town
55,021,Rio village
55,021,Scott town
55,021,Springvale town
55,021,West Point town
55,021,Wisconsin Dells city
55,021,Wyocena village
55,021,Wyocena town
55,023,Bell Center village
55,023,Bridgeport town
55,023,Clayton town
55,023,De Soto village
55,023,Eastman village
55,023,Eastman town
55,023,Ferryville village
55,023,Freeman town
55,023,Gays Mills village
55,023,Haney town
55,023,Lynxville village
55,023,Marietta town
55,023,Mount Sterling village
55,023,Prairie du Chien city
55,023,Prairie du Chien town
55,023,Scott town
55,023,Seneca town
55,023,Soldiers Grove village
55,023,Steuben village
55,023,Utica town
55,023,Wauzeka village
55,023,Wauzeka town
55,025,Albion town
55,025,Belleville village
55,025,Berry town
55,025,Black Earth village
55,025,Black Earth town
55,025,Blooming Grove town
55,025,Blue Mounds village
55,025,Blue Mounds town
55,025,Bristol town
55,025,Brooklyn village
55,025,Burke town
55,025,Cambridge village
55,025,Christiana town
55,025,Cottage Grove village
55,025,Cottage Grove town
55,025,Cross Plains village
55,025,Cross Plains town
55,025,Dane village
55,025,Dane town
55,025,Deerfield village
55,025,Deerfield town
55,025,DeForest village
55,025,Dunkirk town
55,025,Dunn town
55,025,Edgerton city
55,025,Fitchburg city
55,025,McFarland village
55,025,Madison city
55,025,Madison town
55,025,Maple Bluff village
55,025,Marshall village
55,025,Mazomanie village
55,025,Mazomanie town
55,025,Medina town
55,025,Middleton city
55,025,Middleton town
55,025,Monona city
55,025,Montrose town
55,025,Mount Horeb village
55,025,Oregon village
55,025,Oregon town
55,025,Perry town
55,025,Pleasant Springs town
55,025,Primrose town
55,025,Rockdale village
55,025,Roxbury town
55,025,Rutland town
55,025,Shorewood Hills village
55,025,Springdale town
55,025,Springfield town
55,025,Stoughton city
55,025,Sun Prairie city
55,025,Sun Prairie town
55,025,Vermont town
55,025,Verona city
55,025,Verona town
55,025,Vienna town
55,025,Waunakee village
55,025,Westport town
55,025,Windsor village
55,025,York town
55,027,Ashippun town
55,027,Beaver Dam city
55,027,Beaver Dam town
55,027,Brownsville village
55,027,Burnett town
55,027,Calamus town
55,027,Chester town
55,027,Clyman village
55,027,Clyman town
55,027,Columbus city
55,027,Elba town
55,027,Emmet town
55,027,Fox Lake city
55,027,Fox Lake town
55,027,Hartford city
55,027,Herman town
55,027,Horicon city
55,027,Hubbard town
55,027,Hustisford village
55,027,Hustisford town
55,027,Iron Ridge village
55,027,Juneau city
55,027,Kekoskee village
55,027,Lebanon town
55,027,Leroy town
55,027,Lomira village
55,027,Lomira town
55,027,Lowell village
55,027,Lowell town
55,027,Mayville city
55,027,Neosho village
55,027,Oak Grove town
55,027,Portland town
55,027,Randolph village
55,027,Reeseville village
55,027,Rubicon town
55,027,Shields town
55,027,Theresa village
55,027,Theresa town
55,027,Trenton town
55,027,Watertown city
55,027,Waupun city
55,027,Westford town
55,027,Williamstown town
55,029,Baileys Harbor town
55,029,Brussels town
55,029,Clay Banks town
55,029,Egg Harbor village
55,029,Egg Harbor town
55,029,Ephraim village
55,029,Forestville village
55,029,Forestville town
55,029,Gardner town
55,029,Gibraltar town
55,029,Jacksonport town
55,029,Liberty Grove town
55,029,Nasewaupee town
55,029,Sevastopol town
55,029,Sister Bay village
55,029,Sturgeon Bay city
55,029,Sturgeon Bay town
55,029,Union town
55,029,Washington town
55,031,Amnicon town
55,031,Bennett town
55,031,Brule town
55,031,Cloverland town
55,031,Dairyland town
55,031,Gordon town
55,031,Hawthorne town
55,031,Highland town
55,031,Lake Nebagamon village
55,031,Lakeside town
55,031,Maple town
55,031,Oakland town
55,031,Oliver village
55,031,Parkland town
55,031,Poplar village
55,031,Solon Springs village
55,031,Solon Springs town
55,031,Summit town
55,031,Superior city
55,031,Superior village
55,031,Superior town
55,031,Wascott town
55,033,Boyceville village
55,033,Colfax village
55,033,Colfax town
55,033,Downing village
55,033,Dunn town
55,033,Eau Galle town
55,033,Elk Mound village
55,033,Elk Mound town
55,033,Grant town
55,033,Hay River town
55,033,Knapp village
55,033,Lucas town
55,033,Menomonie city
55,033,Menomonie town
55,033,New Haven town
55,033,Otter Creek town
55,033,Peru town
55,033,Red Cedar town
55,033,Ridgeland village
55,033,Rock Creek town
55,033,Sand Creek town
55,033,Sheridan town
55,033,Sherman town
55,033,Spring Brook town
55,033,Stanton town
55,033,Tainter town
55,033,Tiffany town
55,033,Weston town
55,033,Wheeler village
55,033,Wilson town
55,035,Altoona city
55,035,Augusta city
55,035,Bridge Creek town
55,035,Brunswick town
55,035,Clear Creek town
55,035,Drammen town
55,035,Eau Claire city
55,035,Fairchild village
55,035,Fairchild town
55,035,Fall Creek village
55,035,Lincoln town
55,035,Ludington town
55,035,Otter Creek town
55,035,Pleasant Valley town
55,035,Seymour town
55,035,Union town
55,035,Washington town
55,035,Wilson town
55,037,Aurora town
55,037,Commonwealth town
55,037,Fence town
55,037,Fern town
55,037,Florence town
55,037,Homestead town
55,037,Long Lake town
